Project Number,Project Name,Full Address,Latitude,Longitude,Legal Description,Project Manager,Project Status
RS19139,Mandeno - 181 Simons Road Poroti,"181 Simons Road, Poroti, 0179",0.0,0.0,,Sarah Scott,Active
RS19138,Advance Building - 7 Marram Pl,"7 Marram Place, Mangawhai, 0505",-36.08967,174.580933,,Matthew Jacobson,Active
RS19137,"Signature Homes - Bassett Road, Dargaville","24 Bassett Street, Dargaville, 0310",-35.953765,173.86203,,David Platt,Unsuccessful
RS19136,Schwartfeger - 40 Whareora Rd,"40 Whareora Road, Tikipunga, Whangārei, 0112",-35.70164,174.331924,,Daniel Squires,Complete
RS19135,Maungakaramea School - Tangihua Rd,"Tangihua Road, Maungakaramea, 0178",-35.84413,174.202554,,Harry Lee,Active
RS19134,Robinson - 56 Pebblebrooke Rd,"56 Pebblebrooke Road, Mangawhai, 0573",-36.09495,174.499359,,Matthew Jacobson,Active
RS19133,Bill F T - Waiotemarama Gorge Rd,"Waiotemarama Gorge Road, Waimamaku, Northland, 0473",-35.538677,173.4352,,Matthew Jacobson,Complete
RS19132,Savey Investment - 120 Bint Rd,"120 Bint Road, Maungakaramea, 0178",-35.836925,174.179138,,Liam Wei,Complete
RS19131,Tapora Primary School  - 1 Okahukura Rd,"1 Okahukura Road, Tapora, 0977",-36.351295,174.302429,,Liam Crawford,Active
RS19130,Goodhew - 13 Rust Ave,"13 Rust Avenue, Whangārei, 0110",-35.72319,174.317215,,Matthew Hargood,Complete
RS19129,Mattison - 11 Ringer Ave,"11 Ringer Avenue, Matapouri, 0173",0.0,0.0,,Logan Holt,Proposal
RS19128,Dickens - 32 McClintock Street,"32 McClintock Street, Whau Valley, Whangārei, 0112",-35.69775,174.315887,,Sarah Scott,Active
RS19127,Beazley - 1880 Whangarei Heads Road,"1880 Whangarei Heads Road, Whangārei Heads, 0174",-35.8013,174.499588,,David Platt,Complete
RS19126,Albon - 968 Cove Rd,"968 Cove Road, Waipu, 0582",-36.034503,174.511841,,Matthew Jacobson,Active
RS19125,Classic - 32 Rock Ridge Dr (18669),"32 Rock Ridge Drive, Te Kamo, Whangārei, 0112",-35.68704,174.286652,,Sarah Scott,Active
RS19124,Smith - 616 Mahuta Road,"616 Mahuta Road, Mahuta, 0371",-36.003154,173.806061,,David Platt,Not proceeding
RS19123,Morningside Primary School BOT,"53A Morningside Road, Morningside, Whangārei, 0110",-35.734912,174.322525,,Sarah Scott,Active
RS19122,Steele - 572A Pahi Road,"572A Pahi Road, Pahi, 0571",-36.152477,174.220978,,Liam Crawford,Complete
RS19121,Fowler Homes - 193 Maungakaramea Road,"193 Maungakaramea Road, Maungakaramea, 0178",-35.806182,174.275986,,David Platt,Active
RS19120,Whangarei Girls High School - 1 Lupton Avenue,"1 Lupton Avenue, Regent, Whangārei, 0112",-35.714614,174.319962,,Rachel Wright,Proposal
RS19119,McCahon - 3 Glinks Road,"3 Glinks Road, Te Kōpuru, 0371",-36.080944,173.857391,,David Platt,Active
RS19118,Winkworth - 56 Ariels Lane,"56 Ariels Lane, Paparoa, 0583",0.0,0.0,,Logan Holt,Not proceeding
RS19117,Farrand - 80 Riverview Rd,"80 Riverview Road, Kerikeri, 0230",-35.20791,173.974487,,Liam Crawford,Active
RS19116,Homeworld - Fuchs - 225 Simons Rd,"225 Simons Road, Poroti, 0179",-35.76232,174.151367,,Matthew Hargood,Unsuccessful
RS19115,Signature - Niha - 275 Mt Tiger Rd,"275 Mount Tiger Road, Whareora, 0192",-35.7135,174.3934,,Harry Lee,Complete
RS19114,"Snelgar - 298 Cove Road, Waipu","298 Cove Road, Waipu, 0582",-35.996727,174.4725,,David Platt,Active
RS19113,Stone & Keck - 24 Pukeone Lane,"24 Pukeone Lane, Mangawhai, 0975",-36.133853,174.62204,,Logan Holt,Construction
RS19112,GJ Gardner - Campi - 851 Cove Road,"851 Cove Road, Waipu, 0582",-36.02832,174.5036,,Codie Hay,Proposal
RS19111,Onyx Ltd - 162 Pukeatua Road Maungatapere (18262),"162 Pukeatua Road, Maungatapere, 0179",-35.776813,174.206863,,Sarah Scott,Not proceeding
RS19110,"Ketenikau Developments - 29 Ketenikau Road, Whangarei","29 Ketenikau Road, Te Kamo, Whangārei, 0112",-35.691577,174.291122,,Matthew Jacobson,Active
RS19109,"Millbrook Estate Property Dev - Millbrook Road, Whangarei","Millbrook Road, Waipu",-35.974533,174.372833,,Matthew Jacobson,Active
RS19108,Olson - 25G Tutukaka Block Rd,"25G Tutukaka Block Road, Tutukaka, 0173",-35.614418,174.526871,,Harry Lee,Active
RS19107,Brinkman - 11 Eileen Stephens Pl,"11 Eileen Stephens Place, Tikipunga, Whangārei, 0112",-35.69332,174.325363,,Matthew Hargood,Unsuccessful
RS19106,Edwards - 571 Houto Rd,"571 Houto Road, Titoki, 0172",-35.748256,173.997681,,Gareth Turner,Proposal
RS19105,Lovell Land Ltd - 664 Otakairangi Road,"664 Otakairangi Road, Ruatangata West, 0185",-35.610336,174.166061,,David Platt,Complete
RS19104,"Mokaraka - 45 O'Carroll Road, Maungakaramea","45 Ocarroll Road, Maungakaramea, 0178",-35.85183,174.18866,,David Platt,Complete
RS19103,Bellingham Farms -  Mangakahia Road. Titoki,"Mangakahia Road, Titoki, 0172",-35.72252,174.042023,,Matthew Jacobson,Active
RS19102,BOI College - BUILTsmart 1 Derrick Rd,"1-9 Derrick Road, Kawakawa, 0210",-35.379276,174.077927,,Matthew Jacobson,Complete
RS19101,MOE - Onerahi Primary School,"0 Church Street, Onerahi, Whangārei, 0110",-35.757698,174.367844,,Matthew Jacobson,Active
RS19100,WDC  - Okarika Scour Protection,"Matarau Road, Matarau, 0185",-35.628793,174.202853,,Matthew Jacobson,Complete
RS19099,Clark - 5 Harmony Way,"5 Harmony Way, Waipu, 0582",-35.991985,174.448425,,Harry Lee,Active
RS19098,Brown - 194A Tern Point,"194A Tern Point, Mangawhai, 0975",-36.118045,174.601669,,Logan Holt,Active
RS19097,Hards - 61 Rydean Way,"61 Rydean Way, Kauri, 0185, New Zealand",-35.62551,174.273026,,Matthew Hargood,Not proceeding
RS19096,Sportsville Dargaville - Logan St Pioneer Park,"Logan Street, Dargaville, 0310",-35.95123,173.862854,,Matthew Hargood,Bid unsuccessful
RS19095,Bill Family Trust - Waiotemarama Gorge Road - Three Lots,"Waiotemarama Gorge Road, Waimamaku, 0473",-35.538677,173.4352,,Matthew Jacobson,Complete
RS19094,Unasa - 40 Owai Ave,"40 Owai Avenue, Helena Bay, 0184",-35.436843,174.3627,,Harry Lee,Job cancelled
RS19093,Badham - 53 Beach Rd,"53 Beach Road, Headland Farm Park, Tamaterau, Whangarei, 0174",-35.790376,174.439156,,Matthew Hargood,Active
RS19092,The Libation Lads Ltd - 7 Vine St,"7 Vine Street, Whangārei, 0110",-35.72569,174.31958,,Matthew Hargood,Complete
RS19091,Latitude - Tattersall - 106 Ngahere Dr,"106 Ngahere Drive, Horahora, Whangārei, 0110",-35.736553,174.293564,,David Platt,Complete
RS19090,IRD - 70 Bank Street (ref Mortlock 17177),"70 Bank Street, Whangārei, 0110",-35.724,174.319885,,Rachel Wright,Active
RS19089,Simpkin - 113 Hokianga Rd,"113 Hokianga Road, Dargaville, 0310",-35.93481,173.861832,,Matthew Hargood,Design
RS19088,Wood - 8 Cornerstone Place,"8 Cornerstone Place, Te Kamo, Whangārei, 0185",-35.69189,174.2588,,David Platt,Complete
RS19087,"Clarke - 21 Bedlington St, Whau Valley","21 Bedlington Street, Whau Valley, Whangārei, 0112",-35.70004,174.310791,,Matthew Hargood,Complete
RS19086,Gillespie - 1927 Whangarei Heads Rd,"1927 Whangarei Heads Road, Whangārei Heads, 0174",-35.805255,174.501938,,David Platt,Active
RS19085,Duncan - 429 Glenmohr Rd,"429 Glenmohr Road, Waipu, 0582",-36.038753,174.4506,,Matthew Hargood,Construction
RS19084,Okokiwi Downs - 61 Cottle Hill Dr,"61 Cottle Hill Drive, Kerikeri, 0293",-35.263855,173.944977,,Matthew Hargood,Complete
RS19083,Homeworld - Douglas - 31 Whangaumu St,"31 Whangaumu Street, Tutukaka, 0173",-35.633606,174.527435,,Matthew Hargood,Unsuccessful
RS19079,Tangiteroria School - 3069 SH14,"3069 State Highway 14, Tangiteroria, 0381",-35.821407,174.048233,,Harry Lee,Consent pending
RS19078,Eyer - 12 Whitney Lane,"12 Whitney Lane, Karikari Peninsula, 0483",-34.870697,173.385864,,Codie Hay,Complete
RS19077,Edwards - Puketitoi Rd,"Puketitoi Road, Purua, Northland",-35.696303,174.104225,,Matthew Hargood,Active
RS19076,Bradley - 25 Rihi Paea Rise,"Rihi Paea Rise, Ngunguru, 0173",-35.625427,174.517181,,Matthew Jacobson,Active
RS19075,Wallace - 37 Huanui Road,"37 Huanui Road, Glenbervie, 0173",-35.655593,174.353256,,David Platt,Complete
RS19074,Croft - 477 Crane Road,"477 Crane Road, Kauri, 0185",-35.6456,174.277542,,Matthew Hargood,Active
RS19073,Moriarty - 5 Ocean Close,"5 Ocean Close, Te Kōpuru, 0371, New Zealand",-36.080692,173.858261,,David Platt,Complete
RS19072,Ledward - Lot 4 Oturu Place,"Oturu Place, Tutukaka, 0173, New Zealand",-35.614215,174.522171,,Codie Hay,Complete
RS17999,Hutchinson - 666 Pataua Sth rd,"666 Pataua South Road, Pataua South, 0192, New Zealand",-35.730632,174.526672,,Sarah Scott,Active
RS19070,Ballantine - 3 Sierra Avenue,"3 Sierra Avenue, Te Kamo, Whangārei, 0112, New Zealand",-35.69041,174.304321,,Sarah Scott,Complete
RS19069,Whitton Family Trust - 49 Sea Vista Lane,"49 Sea Vista Lane, Parua Bay, 0174, New Zealand",-35.767654,174.444077,,Matthew Jacobson,Complete
RS19068,Jones - 2021 Whangarei Heads Road,"2021 Whangarei Heads Road, Whangārei Heads, 0174, New Zealand",-35.81187,174.504959,,David Platt,Complete
RS19067,Porter - 34 Oneroa Road,"34 Oneroa Road, Russell, 0202, New Zealand",-35.25971,174.129944,,Matthew Jacobson,Active
RS19066,Maich - Forest View Road,"Forest View Road, Te Kamo, Whangārei, 0185, New Zealand",-35.69473,174.247009,,Matthew Hargood,Active
RS18971,Hale - 622 Lawrence Road,"622 Lawrence Road, Kaiwaka, Northland, 0573, New Zealand",-36.15,174.516399,,Logan Holt,Active
RS18931,Strand Homes - 57 Te Taniwha Rd,"57 Te Taniwha Road, Whangārei, Northland, 0118, New Zealand",-35.834141,174.457409,,David Platt,Complete
RS18929,S Butterworth - 14 Corks Rd,"14 Corks Road, Whangārei, Northland, 0112, New Zealand",-35.677792,174.313801,,David Platt,Active
RS18927,GJ Gardner Homes - L Patrick,"405 Maunu Road, Whangārei, Northland, 0110, New Zealand",-35.737756,174.285501,,Matthew Hargood,Complete
RS18919,D Thacker - 11 Raumanga heights,"11 Raumanga Heights Drive, Whangārei, Northland, 0110, New Zealand",-35.741098,174.302475,,David Platt,Complete
RS18912,AF Marketing - Gillon Rd,"Gillon Road,, Matakohe, 0594, New Zealand",-36.095911,174.161622,,Matthew Jacobson,Active
RS18902,Littin - 426 Crane Rd,"426 Crane Road, Kauri, Northland, 0185, New Zealand",-35.645351,174.271793,,Matthew Hargood,Complete
RS18901,Latitude Homes Northland - Rakete,"47 Waikare Road, Kawakawa, Northland, 0282, New Zealand",-35.363038,174.09473,,Matthew Hargood,Complete
RS18888,Classic Builders - Kumar 13 Evergreen Pl,"13 Evergreen Place, Whangārei, Northland, 0110, New Zealand",-35.744334,174.316303,,Sarah Scott,Active
RS18880,Sunshine Homes - Chambers 7 Manaaki Circle,"7 Manaaki Circle, Paparoa, Northland, 0571, New Zealand",-36.1,174.231447,,Logan Holt,Active
RS18844,T Dempster - 6 Douglas St,"6 Douglas Street, Whangārei, Northland, 0112, New Zealand",-35.706179,174.31,,Matthew Jacobson,Active
RS18842,Classic Builders - Sukhdeep Singh,"1 Evergreen Place, Whangārei, Northland, 0110, New Zealand",-35.743395,174.316537,,Sarah Scott,Complete
RS18839,C McGillivray - 94 Kamo Rd,"94 Kamo Road, Whangārei, Northland, 0112, New Zealand",-35.704599,174.318641,,Matthew Hargood,Active
RS18830,K & D Chambers - 7 Manaaki Circle,"7 Manaaki Circle, Paparoa, Northland, 0571, New Zealand",-36.1,174.231447,,Matthew Hargood,Complete
RS18822,Summerville - 11 Lone Gum Lane,"11 Lone Gum Lane, Kerikeri, Northland, 0230, New Zealand",-35.204101,173.950947,,Sarah Scott,Active
RS18818,F Barnes - 2033 Ngunguru Rd,"2033/1 Ngunguru Road, Glenbervie, Northland, 0173, New Zealand",-35.68293,174.335591,,Nathan Walker,Active
RS18814,GJ Gardner Homes - Sue Revill,"5 Manaaki Circle, Paparoa, Northland, 0571, New Zealand",-36.1,174.231211,,Liam Crawford,Complete
RS18813,D Greenhalgh - 45 Rock Ridge Dr,"45 Rock Ridge Drive, Whangārei, Northland, 0112, New Zealand",-35.688454,174.286651,,Daniel Squires,Complete
RS18790,Far North - 225 Cullen Rd,"225 Cullen Road, Waipu, Northland, 0582, New Zealand",-36.038057,174.498764,,Logan Holt,Active
RS18789,Murray Archer 41 Sands Rd,"41 Sands Road, Glenbervie, Northland, 0173, New Zealand",-35.683223,174.342404,,David Platt,Complete
RS18778,Nicola Hartwell 7 Breakers Lane,"7 Breakers Lane, Whangārei Heads, Northland, 0174, New Zealand",-35.841389,174.57,,Nathan Walker,Complete
RS18775,John Greensmith - 873 Whareora Rd,"873 Whareora Road, Whareora, Northland, 0175, New Zealand",-35.686272,174.401332,,Matthew Jacobson,Active
RS18768,"Kaikohe East School - Block 1,3,12","36 Mangakahia Road, Kaikohe, Northland, 0405, New Zealand",-35.41,173.806567,,Liam Crawford,Active
RS18745,Scope Building services - 2102 Whangarei Heads Rs,"2102 Whangarei Heads Road, Whangārei Heads, Northland, 0174, New Zealand",-35.82,174.504408,,Matthew Jacobson,Complete
RS18736,Signature Homes - Hempstead 13 Taranga Rd,"13 Taranga Road, Langs Beach, Northland, 0582, New Zealand",-36.046073,174.531124,,Harry Lee,Complete
RS18730,Warren Topp - 71a Cullen St,"71a Cullen Street, Mangawhai, Northland, 0505, New Zealand",-36.081506,174.585713,,Logan Holt,Active
RS18727,Classic Builders - Jones 14 Stonedale Way,"14 Stonedale Way, Whangārei, Northland, 0185, New Zealand",-35.694929,174.265502,,Sarah Scott,Active
RS18702,MTMD Developments Group,"237 Marsden Point Road, Ruakākā, Northland, 0116, New Zealand",-35.881628,174.45213,,David Platt,Job incomplete
RS18698,GJ Gardner Homes - Maran 22 Oturu Pl,"22 Oturu Place, Tutukaka, Northland, 0173, New Zealand",-35.614051,174.522567,,Liam Crawford,Active
RS18696,GJ Gardner Homes - Te Maika Road,"Te Maika Road,, Ngunguru, Ngunguru, 0173, New Zealand",-35.627277,174.518906,,Liam Crawford,Complete
RS18683,Signature Homes - McKinney 10b Coastview Lane,"10B Coastview Lane, Mangawhai, Northland, 0975, New Zealand",-36.137794,174.585787,,Harry Lee,Complete
RS18680,Syddall Family Trust - 111 Webb Rd,"111 Webb Road, Helena Bay, Northland, 0184, New Zealand",-35.438599,174.362111,,Harry Lee,Complete
RS18677,GJ Gardner Homes - Parkes 440 South Rd,"440 South Road, Waipu, Northland, 0582, New Zealand",-36.02,174.462734,,Liam Crawford,Active
RS18668,Claire and James Varcoe 35 Sorrento St,"35 Sorrento Street, Whangārei, Northland, 0110, New Zealand",-35.745849,174.37,,Liam Crawford,Active
RS18667,WHG Airport Terminal,"23 Handforth Street, Whangārei, Northland, 0110, New Zealand",-35.767188,174.365726,,Rachel Wright,Complete
RS18665,HPMT Tarewa Early Childhood - 78 Tarewa Rd,"78 Tarewa Road, Whangārei, Northland, 0110, New Zealand",-35.734019,174.313051,,Liam Crawford,Active
RS18663,Hukerenui School - Two new classrooms,"9 Crows Nest Road, Hūkerenui, Northland, 0182, New Zealand",-35.52,174.196853,,Matthew Jacobson,Complete
RS18657,Martin & Frances James - 48 Lake Ora Rd,"48 Lake Ora Road, Whangārei, Northland, 0112, New Zealand",-35.694514,174.284823,,Sarah Scott,Active
RS18655,Horeke School BoT - Block 1,"2230 Horeke Road, Horeke, Northland, 0475, New Zealand",-35.36,173.58,,Liam Crawford,Active
RS18654,DHS Construction - 15 James St,"15 James Street, Whangārei, Northland, 0110, New Zealand",-35.724969,174.321313,,Matthew Hargood,Complete
RS18649,GJ Gardner Homes - Van Beek 50 Second Ave,"50 Second Avenue, Whangārei, Northland, 0110, New Zealand",-35.728022,174.312105,,Codie Hay,Complete
RS18630,Regan Boon,"62 Rock Ridge Drive, Whangārei, Northland, 0112, New Zealand",-35.688754,174.285936,,Liam Crawford,Active
RS18604,Coastal Foundations Ltd,"207 Meikle Road, Tomarata, Auckland, 0974, New Zealand",-36.211061,174.665423,,Logan Holt,Active
RS18601,Caitlin Gill & Liz Mitchell,"453 Rockell Road, Whananaki, Northland, 0181, New Zealand",-35.483833,174.45,,David Platt,Active
RS18583,RG Classrooms + W Block HPMT,"78 Tarewa Road, Whangārei, Northland, 0110, New Zealand",-35.734019,174.313051,,Harry Lee,Complete
RS18582,Homeworld - Manning,"662 Cove Road, Waipu, Northland, 0582, New Zealand",-36.023088,174.495732,,Matthew Hargood,Complete
RS18545,Northland Forest Mangers,"Morgan Road, Titoki, Titoki, 0172, New Zealand",-35.758355,174.011828,,Daniel Squires,Complete
RS18497,Lisa & Brett Halvorson,"22 George Point Road, Whangārei, Northland, 0110, New Zealand",-35.74694,174.358168,,Matthew Hargood,Complete
RS18494,Classic Builders - Phillips,"20 Blue Moon Rise, Langs Beach, Northland, 0582, New Zealand",-36.04,174.522546,,Sarah Scott,Active
RS18455,Jason Young,"30 Breton Drive, Waipu, Northland, 0510, New Zealand",-35.98,174.445732,,David Platt,Active
RS18416,Jess & Jesse McDowell,"23 Edkins Road, Kerikeri, Northland, 0230, New Zealand",-35.211836,173.958033,,Liam Crawford,Complete
RS18391,Signature Homes - Muir & Clark,"33 Taranga Road, Langs Beach, Northland, 0582, New Zealand",-36.047137,174.532458,,Harry Lee,Complete
RS18381,Liddell - 25 Urquhart Bay Rd,"25 Urquhart Bay Road, Whangārei Heads, Northland, 0174, New Zealand",-35.84259,174.53686,,Harry Lee,Active
RS18337,Signature Homes - McConnell,"57B Clapham Road, Whareora, Northland, 0175, New Zealand",-35.69,174.34,,Harry Lee,Complete
RS18321,Bob & Jude Gillespie,"1927 Whangarei Heads Road, Whangārei Heads, Northland, 0174, New Zealand",-35.805256,174.501943,,David Platt,Complete
RS18309,Koru Investments Family Trust,"17 Reservoir Rise, Whangārei, Northland, 0110, New Zealand",-35.745512,174.326186,,Matthew Hargood,Complete
RS18307,Anna & Mike Nyseen,"7 Whangaumu Street, Tutukaka, Northland, 0173, New Zealand",-35.633818,174.525045,,Matthew Hargood,Complete
RS18283,Kevin & Sharon Scott,"59 Waipuna Road, Whangārei, Northland, 0110, New Zealand",-35.767603,174.273617,,Rachel Wright,Complete
RS18278,Waimarie O Whatitiri Marae Trust,"131 Draffin Road, Poroti, Northland, 0179, New Zealand",-35.723365,174.124102,,Matthew Jacobson,Active
RS18276,Shane Attwood,"600 Crows Nest Road, Riponui, Northland, 0182, New Zealand",-35.551871,174.17,,David Platt,Active
RS18253,K Fowler Homes - Singh-Ferreira,"9 Rock Ridge Drive, Whangārei, Northland, 0112, New Zealand",-35.687751,174.287102,,David Platt,Complete
RS18229,Bella Homes - Hollis - 2367 Whangarei Heads Rd,"2367 Whangarei Heads Road, Whangārei Heads, Northland, 0174, New Zealand",-35.827315,174.528788,,Matthew Hargood,Complete
RS18224,Harry and Emma Semenoff,"6 Harcourt Close, Whangārei, Northland, 0175, New Zealand",-35.707447,174.518985,,Rachel Wright,Defects/PS4
RS18219,GJ Gardner Homes - Tuenisson,"49 Kaurinui Crescent, Whangarei, Northland, 0118, New Zealand",-35.831564,174.462399,,Codie Hay,Complete
RS18189,BI & EE Cook Family Trust,"6 Cookham Place, Whangārei, Northland, 0179, New Zealand",-35.738693,174.260987,,Matthew Jacobson,Active
RS18185.1,Bream Bay College Horticulture,"2 Peter Snell Road, Ruakākā, Northland, 0116, New Zealand",-35.876364,174.455559,,Harry Lee,Complete
RS18185,Bream Bay College,"2 Peter Snell Road, Ruakākā, Northland, 0116, New Zealand",-35.876364,174.455559,,Rachel Wright,Complete
RS18171,Hurupaki School,"20 Dip Road, Whangārei, Northland, 0112, New Zealand",-35.686969,174.29,,Harry Lee,Complete
RS18161,Homeworld - O'Sullivan,"Admiral Way, Tutukaka, Tutukaka, 0173, New Zealand",-35.611738,174.523759,,Matthew Hargood,Active
RS18058,PCM 49E Vale Rd,"49E Vale Road, Whangārei, Northland, 0112, New Zealand",-35.715155,174.33,,Rachel Wright,Complete
RS18057,Okokako Downs Ltd,"XX Okokako Road, Waimate North, Northland, 0293, New Zealand",-35.301273,173.912002,,Matthew Jacobson,Active
RS18024,Kevin & Rhonda Weeks,"28 Pigeon Berry Lane, Mangawhai, Northland, 0573, New Zealand",-36.091803,174.534958,,Matthew Jacobson,Active
RS18015,Compac Furniture,"10 Mako Street, Dargaville, Northland, 0372, New Zealand",-35.931157,173.887086,,Matthew Jacobson,Complete
RS17982,D & L Smith,"XX Component not found, Tamaterau, Northland, 0174, New Zealand",-35.786113,174.426628,,Daniel Squires,Active
RS17960,Scott Hargood,"171 Abbey Caves Road, Whangārei, Northland, 0175, New Zealand",-35.715511,174.353677,,Matthew Hargood,Active
RS17952,Tim Hurring,"6 Tern Lane, Whananaki, Northland, 0181, New Zealand",-35.507184,174.462298,,Rachel Wright,Complete
RS17908,McKenzie Family Trust,"187C Te Rongo Road, Parua Bay, Northland, 0174, New Zealand",-35.768362,174.441286,,Matthew Jacobson,Active
RS17817,Snoxell,"193 Huaroa Road, Russell, Northland, 0272, New Zealand",-35.267963,174.157177,,Daniel Squires,Complete
RS17814,Mathew Forsyth - Lot 30,"XX Russell Whakapara Road, Russell, Northland, New Zealand",-35.298229,174.191621,,Matthew Hargood,Complete
RS17763,Ted Pakenham,"13 North Crest Drive, Whangārei, Northland, 0110, New Zealand",-35.744932,174.3713,,Matthew Jacobson,Complete
RS17744,Grant Harris,"16 Starlight Place, Waipu, Northland, 0582, New Zealand",-36.04,174.524338,,Rachel Wright,Complete
RS17726,Martin Pettigrew,"38 Sea View Road, Baylys Beach, Northland, 0377, New Zealand",-35.95,173.746152,,Matthew Jacobson,Active
RS17706,Commercial Property Maintenance,"19 Pine Tree Lane, Russell, Northland, 0272, New Zealand",-35.285253,174.11497,,Matthew Jacobson,Complete
RS17643,Dargaville Honda relocation,"94 Jervois Street, Dargaville, Northland, 0372, New Zealand",-35.932005,173.884591,,Harry Lee,Complete
RS17612,Maria & Rodd Hodgson,"50 Dolphin Place, Tutukaka, Northland, 0173, New Zealand",-35.63,174.54,,Daniel Squires,Active
RS17533,Chandrakala Subramaniam,"12 Sea Dune Place, Ruakākā, Northland, 0116, New Zealand",-35.888265,174.455565,,David Platt,Complete
RS17518,Peter Blake,"424 Brooks Road, Waipu, Northland, 0582, New Zealand",-36.027736,174.386544,,Harry Lee,Complete
RS17460,Waitoto Developments Lot 7,"5914 Russell Whakapara Road, Russell, Northland, 0272, New Zealand",-35.286728,174.14904,,Matthew Hargood,Active
RS17459,Waitoto Developments Lot 2,"3 Tikitiki Lane, Russell, Northland, 0272, New Zealand",-35.285312,174.149057,,Matthew Hargood,Active
RS17453,Vivienne Rowell,"419 Rockell Road, Whananaki, Northland, 0181, New Zealand",-35.485624,174.45,,Rachel Wright,Complete
RS17406,P Stewart & L Fisher,"1085 Matapouri Road, Matapouri, Northland, 0173, New Zealand",-35.564106,174.49398,,Daniel Squires,Active
RS17261,Waelen Tony,"78 Scott Road, Tamaterau, Northland, 0174, New Zealand",-35.78252,174.418392,,Matthew Hargood,Active
RS17176,Paterson R D,"24 The Ridge, Kerikeri, Northland, 0230, New Zealand",-35.23,173.94,,Matthew Hargood,Active
RS17156,Moore Cilla & Harrison Richard,"1856 Whangarei Heads Road, Whangārei Heads, Northland, 0174, New Zealand",-35.8,174.5,,David Platt,Complete
RS17028,Bennett Michael - 17 Chilcott Rd,"17 Chilcott Road, Whananaki, Northland, 0181, New Zealand",-35.507187,174.46,,Daniel Squires,Complete
RS16982,Elliott Jack - 2 North Ridge Rise,"2 North Ridge Rise, Whangārei, Northland, 0179, New Zealand",-35.731292,174.25,,Rachel Wright,Complete
RS16974,Homeworld - King,"50 Bellevue Way, Whangārei, Northland, 0170, New Zealand",-35.785341,174.288142,,Matthew Jacobson,Complete
RS16972,Kotata - Stage 6,"XX High Street, Whangārei, Northland, 0110, New Zealand",-35.741234,174.314033,,Matthew Jacobson,Complete
RS16971,Kotata - Stage 5,"XX High Street, Whangārei, Northland, 0110, New Zealand",-35.741234,174.314033,,Matthew Jacobson,Complete
RS16838,Fukuoka Takeo,"318B Whau Valley Road, Whangārei, Northland, 0112, New Zealand",-35.704261,174.291929,,Matthew Hargood,Active
RS16779,Pakotai School,"3376 Mangakahia Road, Pakotai, Northland, 0172, New Zealand",-35.69,173.9,,Harry Lee,Complete
RS16743,Projects & Infrastructure Holdings Pty Ltd - 7 Tapeka Road,"7 Tapeka Road, Russell, Northland, 0202, New Zealand",-35.247048,174.118977,,Nathan Walker,Active
RS16678,Mulligan Bruce & Sonia,"550 State Highway 14, Whangārei, Northland, 0179, New Zealand",-35.738985,174.265348,,Matthew Hargood,Active
RS16650,Golden Homes - Fraser Nathan,"282D Waimate North Road, Kerikeri, Northland, 0293, New Zealand",-35.256709,173.9,,Matthew Jacobson,Complete
RS16488,Classic Developments LP - 2 Sands Road,"2 Sands Road, Glenbervie, Northland, 0173, New Zealand",-35.682014,174.338276,,Sarah Scott,Active
RS16382,Sisam Rodney,"2 Powhaitere Road, One Tree Point, Northland, 0118, New Zealand",-35.83,174.46,,Matthew Jacobson,Complete
RS16354,J and R Rowe - 51 Doves Bay Rd,"51 Doves Bay Road, Kerikeri, Northland, 0294, New Zealand",-35.193512,174.029358,,Matthew Hargood,Active
RS16233,Rod Holdings,"95 Nova Scotia Drive, Waipu, Northland, New Zealand",-35.977589,174.452863,,Matthew Jacobson,Active
RS15661,Hermann M and R,"1070 Wainui Road, Kaeo, Northland, 0478, New Zealand",-35.02,173.82444,,Matthew Hargood,Complete
RS15146,Tuck Ollie,"432 Prescott Road, Ruakākā, Northland, 0171, New Zealand",-35.915827,174.404154,,Daniel Squires,Complete
RS13783,Hansen J,"53 Roose Rise, Maungatapere, Northland, 0179, New Zealand",-35.77898,174.184269,,Gareth Turner,Complete
RS19065,HPMT - 183 Lower Dent Street,"183 Lower Dent Street, Whangārei, Northland, 0110, New Zealand",-35.72791,174.330582,,Matthew Hargood,Active
RS19064,WDC -  Pohe Island Shelter - Pohe Island Road,"Pohe Island Road, Parahaki, Whangārei, 0112, New Zealand",-35.731296,174.338135,,Matthew Hargood,Active
RS19063,Bellingham Farms - 181 McCardle Road,"181 McCardle Road, Titoki, 0172, New Zealand",-35.717105,174.065033,,Matthew Jacobson,Active
RS19062,Matarau School - 124 Matarau Road,"124 Matarau Road, Matarau, 0185, New Zealand",-35.657562,174.221909,,Harry Lee,Active
RS19061,Wright - 42 Kihi Place,"42 Kihi Place, Ruakākā, 0116, New Zealand",-35.91209,174.457245,,Liam Crawford,Complete
RS19060,Barrett Homes - Hickling - 34 Sands Road,"34 Sands Road, Glenbervie, Glenbervie, 0173, New Zealand",-35.681427,174.339432,,Sarah Scott,Job cancelled
RS19059,GJ Gardner - Glover - 49 Kaurinui Crescent,"49 Kaurinui Crescent, Whangarei, 0118, New Zealand",-35.831565,174.4624,,Liam Crawford,Complete
RS19058,Latitude - Moller - Vineyard Lane,"Vineyard Lane, Mangawhai, 0975, New Zealand",-36.138443,174.5629,,Matthew Hargood,Active
